tf,importance_mean,rank
ZNF384,0.0001495098172337307,560
HDAC7,0.00014929290666094113,561
ATRX,0.00014810702186774836,562
MYOCD,0.00014786116293125264,563
JARID2,0.00014762674999591388,564
NKX2-5,0.00014690123667592024,565
TCF15,0.00014625375584645636,566
MYF5,0.00014593123985446943,567
NR2F1,0.00014572837820499748,568
SSRP1,0.00014557427997124165,569
MYB,0.00014539291272754008,570
MYF6,0.00014461201929159208,571
DEAF1,0.00014446597953627298,572
HOXA4,0.0001437053434230937,573
ZGLP1,0.00014369019891350118,574
ERF,0.00014304888753196627,575
CREB3,0.00014249377846047565,576
ZNF143,0.00014186739606025117,577
PLAG1,0.00014162978406299467,578
SFPQ,0.00014103732849669154,579
FOXA3,0.00014044399559183645,580
PAX2,0.0001403599913950526,581
SOX18,0.00013984067953915104,582
NKX6-1,0.00013953058284889929,583
ZNF354C,0.0001391058141633273,584
ZBTB16,0.00013667980158171497,585
ZBTB38,0.0001361986221564676,586
PHOX2A,0.00013608056225376512,587
ERG,0.00013606558804619425,588
NFIA,0.00013473360196737292,589
SOX10,0.00013470796214127228,590
TADA2A,0.00013467492931685035,591
MLXIPL,0.00013364874868111173,592
DMRT1,0.00013226473680388705,593
PAX3,0.00013222393803082676,594
ZNF24,0.00013054034320880703,595
VSX2,0.00013017885942793217,596
PAX6,0.00012874646206416753,597
ARX,0.0001286442477655128,598
SIN3A,0.00012835086440744726,599
PITX2,0.0001280376192233124,600
FOXF1,0.00012628418317741776,601
NEUROD6,0.00012613803988353374,602
RLF,0.00012588147689105298,603
PTF1A,0.0001254360994328801,604
HDAC5,0.00012378227250503022,605
IRF2BPL,0.00012290686343917378,606
MLXIP,0.00012147513707757203,607
SPIC,0.00012141470577978797,608
BHLHE40,0.00012114407717107993,609
ETV7,0.00012053658550333542,610
SREBF1,0.00012052907222272496,611
TBX20,0.00012040343508109193,612
INSM1,0.00012000664946409609,613
KMT2A,0.00011787950006043333,614
FOXI1,0.00011739517667394645,615
GLIS3,0.00011659528295791516,616
DLX2,0.0001154204994579135,617
SP2,0.00011512118792531758,618
TCF3,0.00011460265885819932,619
ZNF436,0.00011436107470699702,620
HOXA5,0.00011390394067132135,621
STAT4,0.00011301486050414992,622
SOX3,0.00011217301950579757,623
KLF2,0.00011208162758177568,624
SMARCA5,0.00011153732050435868,625
IRX4,0.00011085083843047896,626
SATB2,0.00011074180729958078,627
