drug,n_samples,pearson_r,spearman_r,rmse
cobimetinib,86,0.6637094743341034,0.5837019122731927,0.15103679962487263
colchicine,87,0.19584963636322902,0.2810199023110009,0.15407589582604242
colforsin-daproate,87,0.18844590697533578,0.15694029306699714,0.21770591028815303
colfosceril-palmitate,81,0.2728735473480375,0.12669376693766937,0.16617521241970484
colistin-b-sulfate,66,-0.06986644149357206,-0.10840204571547857,0.3153596593207803
combretastatin-a-4,93,0.18427011672039892,0.30463131509056723,0.21075766725199285
costunolide,87,-0.016943776778682754,-0.0541299117882919,0.2207040478697509
cp-673451,91,0.31924776978325314,0.4161809205287466,0.33081222655966086
cp-724714,79,0.2847832629800555,0.1965811843217772,0.06315476717668475
"cp-945,598",91,0.19395995208445035,0.15196687370600415,0.14970850118548054
cpi-1189,90,0.23380282391390994,0.20721076676132855,0.18776154781654653
cpp,91,-0.024036674575852512,0.015368689281732762,0.18950142869684147
cr8-(r),95,0.08981436676073905,0.044834826427771556,0.06792530307777282
creatine,83,-0.10170913771689383,-0.03444439780026027,0.2491704617987757
crenolanib,95,0.28937775320504294,0.28986562150055994,0.07692431567361502
crizotinib,94,0.026372424795977296,-0.0315048054709203,0.11301921908050479
crizotinib-(s),88,0.18534611883216767,0.1480574830051777,0.04076675144521049
cromakalim,45,-0.17263414756264936,-0.21436100131752303,0.23717877127332382
crystal-violet,84,0.09703494957607305,0.09112078566366308,0.15335573461291
cs-110266,82,0.10508282625825141,0.12972214059489995,0.20339035477621886
cudc-101,36,0.057924255492432325,0.25045045045045045,0.20565498984441916
cudc-907,93,0.11053495658138547,0.1795679030766017,0.06977250661406574
curcumin,91,0.1794009262295044,0.1662207357859532,0.053352680163454284
cx-4945,74,0.0015390223826068873,-0.019533506108848568,0.25748187475604833
cx-5461,93,0.05128866140946882,0.1161111276894154,0.13091414847246982
cyc116,88,0.11366944332062971,0.08495650029939067,0.23011196876706103
