drug,fisher_p,mean_HR,n_cohorts,pvals,fisher_padj
oseltamivir-phosphate,0.5186051602412487,0.9391986115091207,3,"[np.float64(0.2059150315040832), np.float64(0.6932654220101252), np.float64(0.5206555285994323)]",0.6370302774780024
oxcarbazepine,0.5225743403936849,1.343164933536861,3,"[np.float64(0.8707091570758472), np.float64(0.5257503152805612), np.float64(0.16494471133648125)]",0.6413613829937761
ajmaline,0.5234090765252368,1.0620147193253697,3,"[np.float64(0.1925309571462897), np.float64(0.446358606745923), np.float64(0.8815453447607056)]",0.641401677716148
icotinib,0.5234936982603806,2.201782739602378,3,"[np.float64(0.4466985674343633), np.float64(0.4362798976684179), np.float64(0.3888616409361333)]",0.641401677716148
bindarit,0.5252641564881264,0.9780688684106643,3,"[np.float64(0.1363473752015129), np.float64(0.7187958015621068), np.float64(0.7786978072462916)]",0.64302642507472
altretamine,0.530873833791579,1.2465845499883197,3,"[np.float64(0.8038864948664854), np.float64(0.12927669353083535), np.float64(0.7508059232992185)]",0.6493444103942645
rs-17053,0.5313983647242835,0.798780660313963,3,"[np.float64(0.48184251888580554), np.float64(0.26321982265859106), np.float64(0.6164760663118354)]",0.6494370217534106
azd8330,0.5332781963359587,0.763859459633373,3,"[np.float64(0.22596145416111435), np.float64(0.6537850614155634), np.float64(0.5331912284735991)]",0.6511844304625589
hexylresorcinol,0.534551362962461,0.8558603546642681,3,"[np.float64(0.7539927048194246), np.float64(0.2819165049741993), np.float64(0.37242388423898865)]",0.6521887202417209
leucovorin,0.536897254428585,0.7801943195480453,3,"[np.float64(0.46050143921039965), np.float64(0.43133338838523716), np.float64(0.4022339001990257)]",0.6544990119276854
ly2109761,0.5381092447662208,1.1904800103381226,3,"[np.float64(0.43877855105362595), np.float64(0.22708962510066874), np.float64(0.8056424933644353)]",0.6554243073878127
bardoxolone,0.5396507033948497,1.384451472146907,3,"[np.float64(0.5817474896409752), np.float64(0.1795430598133983), np.float64(0.7732179221080007)]",0.6567490057294765
gestrinone,0.5427281302048659,0.9640446830224229,3,"[np.float64(0.5440532503021065), np.float64(0.20376145757867217), np.float64(0.7373312320143999)]",0.6599391633667571
tanshinone-i,0.5442575744057938,1.4299358492111967,3,"[np.float64(0.6979776858664553), np.float64(0.4701375753161846), np.float64(0.2505818752512112)]",0.6608944433049702
psi-7976,0.5447130805759777,0.7753279337696279,3,"[np.float64(0.34610268964364), np.float64(0.24558462329824807), np.float64(0.9691272478955557)]",0.6608944433049702
az20,0.5448839466916582,0.4811570224939899,3,"[np.float64(0.6759439961890444), np.float64(0.3994388251023896), np.float64(0.30529171811024514)]",0.6608944433049702
tipiracil,0.546809880578981,1.277346917777909,3,"[np.float64(0.26088673441920784), np.float64(0.3386313975202284), np.float64(0.9400530766872738)]",0.6626749557770397
inc-280,0.5473482515423951,0.45613294007565985,3,"[np.float64(0.6178216756589481), np.float64(0.7924951830742261), np.float64(0.16997342338579252)]",0.6627723179764399
ilomastat,0.5485853466686874,1.1108755615256694,3,"[np.float64(0.5116760962154151), np.float64(0.2819212622853321), np.float64(0.5797031074389979)]",0.6637148801250758
vu0238429,0.5491124209737426,0.6560479263678201,3,"[np.float64(0.35674965450847385), np.float64(0.6106392796375044), np.float64(0.38465308469187676)]",0.6637975548446162
tg100-115,0.5499420862371058,1.2579890670112088,3,"[np.float64(0.9000133210861841), np.float64(0.13690702748840594), np.float64(0.6822466112429522)]",0.6642455749458198
chlorhexidine,0.550843432451797,0.6215576125585167,3,"[np.float64(0.9495380314801953), np.float64(0.1806270403118287), np.float64(0.49185754106017177)]",0.6646824419413273
diclazuril,0.5514534149217656,1.1086227325749225,3,"[np.float64(0.18843837318079787), np.float64(0.8787113743648265), np.float64(0.5106764891159534)]",0.6646824419413273
tpca-1,0.5516818332906248,0.765144578666955,3,"[np.float64(0.6002650452556095), np.float64(0.3704172417864606), np.float64(0.3806375830635279)]",0.6646824419413273
givinostat,0.5521950485266909,0.725387782222394,3,"[np.float64(0.23498632061993627), np.float64(0.997565439650677), np.float64(0.36176413418329856)]",0.6647472838753092
dvd-111,0.5572914134636755,1.0964360851139794,3,"[np.float64(0.2792048940963996), np.float64(0.413967804504878), np.float64(0.748303778251138)]",0.6703247508578043
10-hydroxycamptothecin,0.5584067509217778,0.8108236928799722,3,"[np.float64(0.1515108333682933), np.float64(0.5815606989049713), np.float64(0.9858198844233494)]",0.6711084456676184
dichlorvos,0.561056979551348,0.7938866488286974,3,"[np.float64(0.12830650304446653), np.float64(0.8444347957599163), np.float64(0.8099463115977512)]",0.673261402246939
vatalanib,0.5611287153488655,0.9543376899956004,3,"[np.float64(0.17496736461541224), np.float64(0.6428355944723996), np.float64(0.7804300434126868)]",0.673261402246939
az3146,0.5619067771845281,0.828020211917487,3,"[np.float64(0.2833807945849499), np.float64(0.35472423859001023), np.float64(0.8758505809867835)]",0.6736363766246993
abiraterone-acetate,0.5705257786311262,0.9040479441362705,3,"[np.float64(0.5228389558146327), np.float64(0.30207543361193034), np.float64(0.576192581735617)]",0.6832017557460617
sb-200646,0.570829939666198,1.049099963805599,3,"[np.float64(0.14715422966285163), np.float64(0.8302751359836049), np.float64(0.7456954787975645)]",0.6832017557460617
abt-737,0.5713041958992222,1.2116225522900148,3,"[np.float64(0.6373508026098014), np.float64(0.2054640740860676), np.float64(0.6969947666851577)]",0.6832042739389873
metoxibutropate,0.5722355872897782,0.9697877480961974,3,"[np.float64(0.24979378682766656), np.float64(0.5260493393870505), np.float64(0.6970790579762974)]",0.6837126113152825
famciclovir,0.5726742812122476,1.2769306957364872,3,"[np.float64(0.2914629210189546), np.float64(0.7464940098822344), np.float64(0.421704726199399)]",0.6837126113152825
mibampator,0.57343813603694,1.727414290134278,3,"[np.float64(0.7101525002148965), np.float64(0.49301069413674126), np.float64(0.26283137267832246)]",0.6840601672262591
pitavastatin,0.5742181307377594,0.9965259173178002,3,"[np.float64(0.13810161426075038), np.float64(0.8999603328373306), np.float64(0.7426022342685707)]",0.6844263881198829
regorafenib,0.57677057809102,0.8463265849164162,3,"[np.float64(0.8260479778035568), np.float64(0.11315785246340877), np.float64(0.9970478428593421)]",0.6869029024672476
k-858,0.5773458411859098,0.7172351111172899,3,"[np.float64(0.6713660666440768), np.float64(0.19278592867425576), np.float64(0.7216442469429463)]",0.6870225593717201
9-aminoacridine,0.5785667020350858,0.47696612914685915,3,"[np.float64(0.30270924300022595), np.float64(0.845944935761688), np.float64(0.3664453467009542)]",0.6879096284673535
mpi-0479605,0.5820244691961018,1.0835718331822368,3,"[np.float64(0.49847141769521663), np.float64(0.2299203492810629), np.float64(0.8296026131964385)]",0.6914527150466004
azd2014,0.5843417376920781,0.680799479626758,3,"[np.float64(0.3485762624925104), np.float64(0.5827488431072239), np.float64(0.47220371685587026)]",0.6931956825401326
valnemulin,0.5844497116095106,0.7206603228486674,3,"[np.float64(0.6043658349714608), np.float64(0.587177556495649), np.float64(0.27040653923332447)]",0.6931956825401326
digoxigenin,0.5858380709786961,0.7754926485305909,3,"[np.float64(0.1686099725472453), np.float64(0.7032269398462593), np.float64(0.8135691786085879)]",0.6942732913236472
nefiracetam,0.5873605593008773,0.7260844092804113,3,"[np.float64(0.5147614323548679), np.float64(0.6744521364376728), np.float64(0.27946133380315374)]",0.6955079617908096
canrenone,0.5894086657845483,1.3222890413347812,3,"[np.float64(0.9169618767321855), np.float64(0.2987777214757611), np.float64(0.3569001874018637)]",0.6973625015455777
mechlorethamine,0.5906398540312536,0.9362179534075213,3,"[np.float64(0.6966981493671769), np.float64(0.2165269554496017), np.float64(0.6511966303356427)]",0.6982482588098236
tmc-353121,0.5916183749587565,0.8416307696666672,3,"[np.float64(0.4296835614306016), np.float64(0.3236911157361785), np.float64(0.7089176113336658)]",0.6988341131145474
nms-873,0.5929503427004064,1.1147002737235414,3,"[np.float64(0.1301547307388165), np.float64(0.9402240189301315), np.float64(0.8097845295188825)]",0.6997306619001796
chlorquinaldol,0.5933445211828061,0.8140145607039277,3,"[np.float64(0.8299794824378162), np.float64(0.1787084063680331), np.float64(0.6691059917591358)]",0.6997306619001796
thiram,0.5982113777268321,1.2542039815929993,3,"[np.float64(0.6858847634505016), np.float64(0.15171794666519353), np.float64(0.9713834421832568)]",0.7048956543735554
ammonium-lactate,0.5997212402741259,1.0043960373383052,3,"[np.float64(0.1417043559873474), np.float64(0.9484717860918386), np.float64(0.7563806408553658)]",0.706099784114451
tideglusib,0.6014524402147383,1.0299465461762107,3,"[np.float64(0.1961848847243799), np.float64(0.7064427417307533), np.float64(0.7383028400743304)]",0.7072885971769646
fg-4592,0.601708543970175,0.9513041779258641,3,"[np.float64(0.7683738680556922), np.float64(0.2284860744510565), np.float64(0.5833954593687597)]",0.7072885971769646
trequinsin,0.6096823367918034,0.903480308078093,3,"[np.float64(0.28974487482052236), np.float64(0.49379461069280084), np.float64(0.7376217777232413)]",0.7160798225143991
palmatine-chloride,0.6107481950547446,0.9297018940620159,3,"[np.float64(0.29573613219119105), np.float64(0.5364954650438403), np.float64(0.6678206033352674)]",0.7167499093627051
dihydroartemisinin,0.6115629704871779,1.0894201164871788,3,"[np.float64(0.47892462469539576), np.float64(0.22396766817955954), np.float64(0.9908390079030601)]",0.716968161931829
as-703026,0.6119251416626184,0.9456863265869869,3,"[np.float64(0.2526829922512402), np.float64(0.6150766486900592), np.float64(0.6847614734798048)]",0.716968161931829
tyrphostin-ag-494,0.6129607841865712,0.8855937927443279,3,"[np.float64(0.15039972968676898), np.float64(0.7295559509449501), np.float64(0.973694323997464)]",0.7176005297070943
cinacalcet,0.6205965150789701,0.8696209168501063,3,"[np.float64(0.34275178812575946), np.float64(0.5848311193464277), np.float64(0.5484178045410236)]",0.7259524311392641
lappaconite,0.6236358756223308,0.46717451052609643,3,"[np.float64(0.9502610071519607), np.float64(0.8904396887341961), np.float64(0.13140079576952254)]",0.7274374781916851
enoximone,0.6237255429216031,1.917449807724236,3,"[np.float64(0.8517964511342242), np.float64(0.6987265978977125), np.float64(0.18687340223984397)]",0.7274374781916851
resiquimod,0.6237312217745326,0.3149218810904932,3,"[np.float64(0.5835233193166565), np.float64(0.9603139810814392), np.float64(0.1984852875012501)]",0.7274374781916851
e7449,0.6238769249729657,1.1486801467150034,3,"[np.float64(0.9360620890393178), np.float64(0.1553094351796468), np.float64(0.7654788425703197)]",0.7274374781916851
guanidine,0.6262943964992056,0.8667072308873567,3,"[np.float64(0.7676985544640345), np.float64(0.3357688443400192), np.float64(0.43562912806272347)]",0.7296682703175125
pyrithione-zinc,0.6268248442901159,1.4873032485425628,3,"[np.float64(0.34240103383965004), np.float64(0.952938576003454), np.float64(0.3448308425711978)]",0.7296987527657263
trolox,0.630108830978654,0.7866709977515209,3,"[np.float64(0.2922331060300298), np.float64(0.7997516632391235), np.float64(0.4873382903250416)]",0.7327040121118972
gsk-3-inhibitor-ix,0.6309039911899976,0.9786672251197315,3,"[np.float64(0.94997946454172), np.float64(0.16693009415649254), np.float64(0.7203622501821165)]",0.7327040121118972
valrubicin,0.6309255004087242,0.8828008569536567,3,"[np.float64(0.5212119104836497), np.float64(0.23923969879548448), np.float64(0.9161930025606553)]",0.7327040121118972
4-hydroxy-phenazone,0.6330489595807616,1.080232442439659,3,"[np.float64(0.3672736160675074), np.float64(0.3562747075497842), np.float64(0.8800130844879158)]",0.7345804687356552
ly2090314,0.6338232063074187,0.9979649561484778,3,"[np.float64(0.3326072188664269), np.float64(0.5404917510554139), np.float64(0.6423814360419431)]",0.7348895669285536
estradiol-cypionate,0.6358176126434114,1.0479200183641995,3,"[np.float64(0.2414470464892523), np.float64(0.8329666915896057), np.float64(0.5784722950384538)]",0.7361349146659173
vincamine,0.6359147500569431,0.8279559461593657,3,"[np.float64(0.4249876355876555), np.float64(0.695160792276333), np.float64(0.3939374226542245)]",0.7361349146659173
methylphenidate,0.6416933163796152,1.132467010163,3,"[np.float64(0.2921892212085647), np.float64(0.7123009251176238), np.float64(0.5713162474738497)]",0.742230398722065
mk-0812,0.6430122735094661,0.8568558118723741,3,"[np.float64(0.3188378580120931), np.float64(0.4601185053898975), np.float64(0.8144964152084861)]",0.7429345489814799
enmd-2076,0.6433289494635759,0.820011898091956,3,"[np.float64(0.20861578758770213), np.float64(0.765644284081566), np.float64(0.7489701899292368)]",0.7429345489814799
cisplatin,0.645845961101339,1.034383164492797,3,"[np.float64(0.5387037253553884), np.float64(0.40868641614515866), np.float64(0.5484674510323726)]",0.7451166550411161
riociguat,0.6462483773853496,0.8917219796224151,3,"[np.float64(0.6080092448085895), np.float64(0.2754956165087138), np.float64(0.7219611814293239)]",0.7451166550411161
teniposide,0.6500217411559881,0.791946780318951,3,"[np.float64(0.48945930257694725), np.float64(0.45847773105629275), np.float64(0.546480456929092)]",0.7488705887362379
butamben,0.6510502934406441,0.7440060065021846,3,"[np.float64(0.4962563139560169), np.float64(0.6513442225554065), np.float64(0.3808438286580329)]",0.7489791389099977
warfarin,0.6511511795084846,0.9097190422415661,3,"[np.float64(0.31159003722385215), np.float64(0.631692102083853), np.float64(0.6256576330018611)]",0.7489791389099977
gdc-0980,0.6564379978844257,0.6614367116347158,3,"[np.float64(0.3444732930664707), np.float64(0.8228963032215033), np.float64(0.4430193477417492)]",0.7544605106741572
pd-407824,0.6600256279682346,0.7518589711276185,3,"[np.float64(0.3402807460805909), np.float64(0.8056671169944395), np.float64(0.4641873590750848)]",0.7578722492099498
cilostamide,0.6607567851844907,0.9236401820139083,3,"[np.float64(0.6961010995471602), np.float64(0.2136769812507829), np.float64(0.8578877340628294)]",0.7578722492099498
narlaprevir,0.6615885624908606,0.8331546478733521,3,"[np.float64(0.26639277838880765), np.float64(0.8214706906810922), np.float64(0.5849000661938303)]",0.7578722492099498
minocycline,0.6618772839555562,0.9379390415324915,3,"[np.float64(0.3016295924904666), np.float64(0.87420662989114), np.float64(0.48592780682388503)]",0.7578722492099498
at7867,0.6620252404985325,1.102487040170822,3,"[np.float64(0.1693650826189184), np.float64(0.7753964955825359), np.float64(0.9762243898344725)]",0.7578722492099498
palmitoylethanolamide,0.6630469344450138,1.2417313221839514,3,"[np.float64(0.8662010947582635), np.float64(0.2225019413411708), np.float64(0.6677059637369505)]",0.758297078713923
famotidine,0.6634444379072748,1.0120457805485839,3,"[np.float64(0.21606185633800726), np.float64(0.877443461197929), np.float64(0.6797961945841625)]",0.758297078713923
usniacin-(+),0.6639779314045557,1.1146201490724696,3,"[np.float64(0.3029129955230726), np.float64(0.4367931436848427), np.float64(0.9759750978948334)]",0.7583078664107279
pheniramine,0.6671230663219025,1.1638726309982157,3,"[np.float64(0.424512584354385), np.float64(0.6049745618392005), np.float64(0.5086901171761187)]",0.7612989565992059
deferasirox,0.6710078163130015,1.1875707211294844,3,"[np.float64(0.9343956066097899), np.float64(0.20611717460797635), np.float64(0.6881298448461788)]",0.7651286920448489
ro-04-5595,0.6768559024689191,1.0467687619865043,3,"[np.float64(0.20693413992173604), np.float64(0.6992233765008715), np.float64(0.9359463150194666)]",0.7711893628917528
resminostat,0.6776842978617303,0.8254552557277636,3,"[np.float64(0.9529655837655466), np.float64(0.6019264991553643), np.float64(0.23681407877461844)]",0.7715257112556442
adefovir-dipivoxil,0.6788490131400273,1.3263712983617764,3,"[np.float64(0.7550416861290359), np.float64(0.2644497920702437), np.float64(0.6832550583499274)]",0.7722441210798896
bibr-1532,0.6812447559866877,0.9898457341506202,3,"[np.float64(0.24652736992282043), np.float64(0.6640013748774333), np.float64(0.840827778591379)]",0.7733121816339533
beta-lapachone,0.6814036449541456,1.196123154676165,3,"[np.float64(0.19296058491135326), np.float64(0.7888857364732056), np.float64(0.904718393328439)]",0.7733121816339533
drospirenone,0.6814892851419994,1.3705492389839498,3,"[np.float64(0.7722358708968242), np.float64(0.5593544345931815), np.float64(0.31893082442674203)]",0.7733121816339533
kynurenic-acid,0.6819256003904108,1.1385958072706512,3,"[np.float64(0.601195504584122), np.float64(0.3309077759681674), np.float64(0.6936030421655937)]",0.7733121816339533
pf-573228,0.6828900250748589,0.9129561139925889,3,"[np.float64(0.5999948925819734), np.float64(0.3173585196281441), np.float64(0.7272497466402634)]",0.7737994254372128
mitoxantrone,0.6834491756357042,0.7296338676310009,3,"[np.float64(0.51133632026566), np.float64(0.44724240271274507), np.float64(0.6067768102986391)]",0.7738270400194553
naproxen,0.6851442967466546,1.2857259452855117,3,"[np.float64(0.7318976885290567), np.float64(0.6202792734240419), np.float64(0.3075822955947858)]",0.7751397946774113
midostaurin,0.6894227516149971,0.6260428916681874,3,"[np.float64(0.800828107731089), np.float64(0.26565894210648394), np.float64(0.6668110352272636)]",0.7793708762397662
secnidazole,0.6957416142127155,1.224351693226461,3,"[np.float64(0.29256572036706363), np.float64(0.8643282487544854), np.float64(0.5742647215703114)]",0.7859001684354405
spermidine,0.6983599660639674,1.238665867762522,3,"[np.float64(0.22482816432468744), np.float64(0.7412183793538598), np.float64(0.8798825270130817)]",0.7882424889973174
carmofur,0.6992581837930054,1.1182460819970619,3,"[np.float64(0.3159006280960715), np.float64(0.6602474919261974), np.float64(0.7053554436474974)]",0.788641147270833
stemregenin-1,0.6998827196777178,0.8095514354183266,3,"[np.float64(0.6570251590589177), np.float64(0.9369635122783948), np.float64(0.23953253891464393)]",0.788730759636805
niridazole,0.7014905225197867,0.9942850343189911,3,"[np.float64(0.22714093836606863), np.float64(0.8116412583283888), np.float64(0.8046270912717969)]",0.7899274599892073
pfk-015,0.70294626315755,1.2739390664266448,3,"[np.float64(0.5041666301008849), np.float64(0.8495464539722486), np.float64(0.34820427115796515)]",0.7901550553338943
cinnarazine,0.703625814509879,0.7904373461951054,3,"[np.float64(0.3535647900768405), np.float64(0.8951917469041494), np.float64(0.4723928604804757)]",0.7901550553338943
cct137690,0.7040728770752585,0.7127526716297299,3,"[np.float64(0.25064851016090167), np.float64(0.9886367073381256), np.float64(0.6043739525110511)]",0.7901550553338943
floxuridine,0.7040956487461341,1.0602803662006546,3,"[np.float64(0.41095280465280204), np.float64(0.4507504238353003), np.float64(0.8085672371402673)]",0.7901550553338943
foscarnet,0.7044229587980122,0.9600607304497873,3,"[np.float64(0.8585126794833913), np.float64(0.20580493564258476), np.float64(0.8487275938872435)]",0.7901550553338943
dicycloverine,0.7101663369485209,1.040134157309941,3,"[np.float64(0.4126672288599569), np.float64(0.4782075089597352), np.float64(0.7762482517952772)]",0.7959803947052748
ly303511,0.7119898526028813,0.8255099462159972,3,"[np.float64(0.3756277288150274), np.float64(0.8835298208294814), np.float64(0.46470400187850935)]",0.7969813460029571
vismodegib,0.7121609401394773,0.9021269935763855,3,"[np.float64(0.7319324610181717), np.float64(0.23928689985348833), np.float64(0.8811322236621999)]",0.7969813460029571
phenylmercuric-acetate,0.7137564773280325,1.3956390735964377,3,"[np.float64(0.9327384379241435), np.float64(0.43535613685969987), np.float64(0.3822950204114306)]",0.7981496311388431
nvp-bvu972,0.715581645859733,1.1864144150956732,3,"[np.float64(0.3956048417620798), np.float64(0.9103530087623856), np.float64(0.43398577626942547)]",0.7985600110249365
pd-184352,0.7157275772065843,0.7732992671560203,3,"[np.float64(0.9658846139079063), np.float64(0.9069404577121247), np.float64(0.1785164882133839)]",0.7985600110249365
pi3k-in-2,0.7157790838281566,1.3805860340660288,3,"[np.float64(0.2860444484139575), np.float64(0.6612578510494334), np.float64(0.8269154234078095)]",0.7985600110249365
nvp-tae684,0.7177071474558956,0.9959408935705618,3,"[np.float64(0.6187550606929095), np.float64(0.35256161819311893), np.float64(0.7221430298803915)]",0.7997026539261493
pranidipine,0.718245920216918,0.8613745006842141,3,"[np.float64(0.7037889044134674), np.float64(0.3761926416584934), np.float64(0.5962029439887487)]",0.7997026539261493
ar-12,0.718461264757425,1.1294890020938253,3,"[np.float64(0.3423821158693922), np.float64(0.8202680773001558), np.float64(0.562506629637967)]",0.7997026539261493
azd1480,0.7192703588870235,1.0157530259088936,3,"[np.float64(0.459327175519494), np.float64(0.37807006788335196), np.float64(0.9124449610483398)]",0.7999878626514397
sb-525334,0.7200683852647529,0.9082000544993806,3,"[np.float64(0.5396267592782522), np.float64(0.40709339949223355), np.float64(0.7234401656439717)]",0.8000183969636853
sgi-1776,0.7207115269552407,0.8284305290902386,3,"[np.float64(0.48302644148977614), np.float64(0.7118248812527318), np.float64(0.46332441737807517)]",0.8000183969636853
flutamide,0.7209564544855878,0.8907626209540955,3,"[np.float64(0.19231211082427666), np.float64(0.9681055777592597), np.float64(0.8564375092323249)]",0.8000183969636853
clomifene,0.7228453025008994,1.4368970352375794,3,"[np.float64(0.7937939282776015), np.float64(0.6396869722156318), np.float64(0.31622998612830866)]",0.801499733884139
colfosceril-palmitate,0.7234655081311308,0.9525364560789439,3,"[np.float64(0.2556053334067283), np.float64(0.6420959682498768), np.float64(0.9806441877349724)]",0.8015731931590706
pf-04136309,0.7244694495792139,0.8291516294265852,3,"[np.float64(0.4501934036511416), np.float64(0.6863602234419336), np.float64(0.5228222986499089)]",0.8020713799090454
jtc-801,0.7254688371860336,0.9208251952366281,3,"[np.float64(0.33066036608678906), np.float64(0.6699385327259403), np.float64(0.73199055851767)]",0.8025637671316441
forodesine,0.7286581152765867,1.2179843569043967,3,"[np.float64(0.6236296525261154), np.float64(0.6918202508459974), np.float64(0.38033616439277784)]",0.8050152221159182
bendamustine,0.7287974713005203,1.0346750410839962,3,"[np.float64(0.7375535381075102), np.float64(0.2838236638925705), np.float64(0.7842803460762413)]",0.8050152221159182
wz-4002,0.7310864673023147,1.055425928180677,3,"[np.float64(0.6482474562306206), np.float64(0.28235502017256225), np.float64(0.9046663358506042)]",0.8069276263817311
nisoxetine,0.7368288596592394,0.9568617519399412,3,"[np.float64(0.3369500936226522), np.float64(0.536138045135345), np.float64(0.9365028243084161)]",0.8120543368101023
puromycin,0.7368537278726084,0.5500157590302458,3,"[np.float64(0.8956542341704015), np.float64(0.7826425414217286), np.float64(0.24137256625107092)]",0.8120543368101023
jnj-7706621,0.7379208918646321,0.7142797061418678,3,"[np.float64(0.5974115604035075), np.float64(0.7444538411699687), np.float64(0.3819586058259775)]",0.8126115148615849
kd025,0.7434031066134605,1.073226078193971,3,"[np.float64(0.3786241230195839), np.float64(0.6652906572530531), np.float64(0.6883991854284766)]",0.8180260800529867
1-azakenpaullone,0.7447810623043764,1.0712118253969032,3,"[np.float64(0.6775949040780135), np.float64(0.2934822269805592), np.float64(0.8765107806483204)]",0.8189196027009367
cr8-(r),0.746348016337567,0.9075617277916652,3,"[np.float64(0.29027384488533325), np.float64(0.6114614859597827), np.float64(0.9878519836734383)]",0.819482076954572
ly2801653,0.7464252781106606,0.5585242215096868,3,"[np.float64(0.6620467072970031), np.float64(0.9550773221763377), np.float64(0.27737543371716417)]",0.819482076954572
elacridar,0.7476084347993095,1.1643244248915592,3,"[np.float64(0.46849090517264946), np.float64(0.41694283750064265), np.float64(0.9018862884954562)]",0.820132035094489
ivermectin,0.7481508544054771,0.9024176850762944,3,"[np.float64(0.4688651259763188), np.float64(0.5150672579015774), np.float64(0.7309788546888286)]",0.820132035094489
skepinone-l,0.7547543054277969,0.9080589957131275,3,"[np.float64(0.6436581139971396), np.float64(0.7725339687324572), np.float64(0.3639720486830109)]",0.8267358957477404
pd-168393,0.755861028717798,0.9878028008182571,3,"[np.float64(0.27307861296090385), np.float64(0.8599057579980586), np.float64(0.7739640716098575)]",0.8267358957477404
artesunate,0.7558891431059162,0.8821472140843172,3,"[np.float64(0.37800768022552356), np.float64(0.6062378451288404), np.float64(0.7931619838497902)]",0.8267358957477404
triclabendazole,0.7581581465644782,1.0988926672769204,3,"[np.float64(0.5884529831852205), np.float64(0.55151723404007), np.float64(0.5648942622371058)]",0.8285912674311178
pha-680632,0.7599600066356778,1.0932752193539605,3,"[np.float64(0.4328074582971754), np.float64(0.49408836656838184), np.float64(0.8631907186017731)]",0.829933682718359
idronoxil,0.7616065561340589,0.9593594215617077,3,"[np.float64(0.2972785820107475), np.float64(0.9118839798001299), np.float64(0.6852017303394502)]",0.8311045902910884
clofarabine,0.7625846660418517,0.9639188352473744,3,"[np.float64(0.6922940893975963), np.float64(0.35110650080310735), np.float64(0.7670201898016572)]",0.8311467985849615
ro-10-5824,0.7627940210924873,1.1968886754471033,3,"[np.float64(0.7400388501936789), np.float64(0.37712086357307895), np.float64(0.6685701084899367)]",0.8311467985849615
nsc-23766,0.7642013103466782,1.262950854101734,3,"[np.float64(0.41092349359442215), np.float64(0.6572972696331731), np.float64(0.6945199328258662)]",0.8320536464045473
sarafloxacin,0.7672234087542458,0.6953254221881562,3,"[np.float64(0.9962432009464836), np.float64(0.7854441625529531), np.float64(0.24250963137759032)]",0.8347159943363861
7-nitroindazole,0.7687254879490371,0.8329065541204619,3,"[np.float64(0.923339682347437), np.float64(0.3479278370502309), np.float64(0.5940863467498111)]",0.8357218490324994
4-methylgenistein,0.7709531392092824,1.1320082680175556,3,"[np.float64(0.6629255643226153), np.float64(0.6457213750298152), np.float64(0.4496653605869382)]",0.8374536125273132
pf-4981517,0.7714759263986928,0.8957634040009247,3,"[np.float64(0.3424831786107479), np.float64(0.6439538933327733), np.float64(0.8745294225650879)]",0.8374536125273132
prt062070,0.7748687444225082,0.8397034515917758,3,"[np.float64(0.7036399765849994), np.float64(0.7176884808971827), np.float64(0.38692911731611646)]",0.8396629074106314
am-580,0.7753502952302285,0.8928930732205029,3,"[np.float64(0.8090976572046089), np.float64(0.2636281354824094), np.float64(0.917758375982004)]",0.8396629074106314
golvatinib,0.7756732635135926,0.8713430139849087,3,"[np.float64(0.5429150832930021), np.float64(0.6181806307605245), np.float64(0.5839996886410465)]",0.8396629074106314
ambazone,0.776342034606672,0.9919311678431015,3,"[np.float64(0.5417447491698166), np.float64(0.5339183093814228), np.float64(0.6793705073767611)]",0.8396629074106314
satraplatin,0.7764125570942811,0.957041109595936,3,"[np.float64(0.24530297183437022), np.float64(0.8202670991440177), np.float64(0.976867958823112)]",0.8396629074106314
midodrine,0.7777479475982286,0.7923484290675294,3,"[np.float64(0.8645453488158635), np.float64(0.6044369805616913), np.float64(0.37808224281979663)]",0.8404789247009984
methyldopa,0.780768025448455,0.9983189035828705,3,"[np.float64(0.7912146409956657), np.float64(0.361937675747973), np.float64(0.6979957275984653)]",0.8427848546825122
clebopride,0.7810466414162052,0.9304924954917687,3,"[np.float64(0.626737074439458), np.float64(0.5603243175482778), np.float64(0.5698009199003405)]",0.8427848546825122
berberine,0.7853276372246935,0.8020303660350225,3,"[np.float64(0.6347110981063371), np.float64(0.745386594184134), np.float64(0.4300149411896129)]",0.8467727951297551
cyclosporin-a,0.788283683884804,0.9152449357851812,3,"[np.float64(0.8146660917596362), np.float64(0.4684493978228025), np.float64(0.539241866857717)]",0.8493272454067843
sta-5326,0.7907422119643742,0.9296347072501014,3,"[np.float64(0.22466707364366492), np.float64(0.9495576330112871), np.float64(0.9739182253691615)]",0.8513422475539058
echinomycin,0.7944765900833993,1.2915620014490379,3,"[np.float64(0.9035964612305224), np.float64(0.5523813321657001), np.float64(0.4223820398543313)]",0.8547268593685345
salidroside,0.7957915643548584,1.2512340181837982,3,"[np.float64(0.8723653632783335), np.float64(0.7574287693762475), np.float64(0.32071254020803547)]",0.8552974287904412
nelarabine,0.7961891061373355,1.0633387250206487,3,"[np.float64(0.23120503121510505), np.float64(0.9451433788713834), np.float64(0.9712659776667999)]",0.8552974287904412
atenolol-(-),0.797590659619631,0.9643862487183616,3,"[np.float64(0.3611909723696879), np.float64(0.6537043275123678), np.float64(0.9038662314739808)]",0.8561674217133576
carbachol,0.7984712375103994,0.9077142932917729,3,"[np.float64(0.3975219063996963), np.float64(0.8606007847398358), np.float64(0.6259832661974714)]",0.8564773022072261
