drug,HR,pvalue,padj,cohort
sevoflurane,0.9894950472293679,0.9501488724051983,0.9657717627794384,SCANB
lappaconite,1.0285808497720974,0.9502610071519607,0.9657717627794384,SCANB
chlorindanol,1.0126249134887626,0.9510278602252408,0.9657717627794384,SCANB
homosalate,1.0121091395676738,0.9513060243725279,0.9657717627794384,SCANB
crystal-violet,0.988085043662602,0.951474965916809,0.9657717627794384,SCANB
bms-986020,0.9927601634514982,0.9516423916257473,0.9657717627794384,SCANB
amsacrine,1.019167314159374,0.9519807573740016,0.9657717627794384,SCANB
cabozantinib,1.0100977981698434,0.9523153695919618,0.9657717627794384,SCANB
resminostat,0.9910735327286524,0.9529655837655466,0.9657717627794384,SCANB
darifenacin,0.985701835861445,0.9530905855211045,0.9657717627794384,SCANB
pterostilbene,1.0130488061126075,0.9565640505981448,0.9686131429079884,SCANB
bifemelane,1.0110361860885035,0.95785457684112,0.9692416592231472,SCANB
zolmitriptan,0.9911041021693415,0.9591844601662013,0.9699090942421336,SCANB
ryuvidine,1.0352306672016491,0.9603662049364277,0.9704259068037786,SCANB
ly2334737,1.0239748119250147,0.9627625071091777,0.9720496371054123,SCANB
brequinar,1.0248906674119431,0.9633166410567803,0.9720496371054123,SCANB
foretinib,0.9826802328462837,0.9646683547352688,0.9727352678062258,SCANB
pd-184352,0.9931730987541387,0.9658846139079063,0.9732834514796243,SCANB
piperacetazine,1.0048805212805774,0.9669648346248119,0.9736938870578308,SCANB
ccg-50014,1.0120010360916345,0.9754820877599222,0.9815873303119663,SCANB
sr-57227a,0.9953374818970324,0.9769625917179451,0.9823939334370164,SCANB
ici-162846,0.9965493176933774,0.977670732203191,0.9824232982625122,SCANB
dichloroacetate,1.0079624396543347,0.980810198533092,0.9848940716706345,SCANB
protirelin,0.9958356434075658,0.9845065344754782,0.9879202187142975,SCANB
pf-3845,0.9986054519540803,0.9914601729693249,0.9942085033171263,SCANB
mek162,0.9987162661877297,0.9959850652101427,0.9969321658157412,SCANB
s-methylcysteine,1.0010587250049157,0.9960216499175268,0.9969321658157412,SCANB
sarafloxacin,1.0009435406041953,0.9962432009464836,0.9969321658157412,SCANB
fr-122047,1.0002763174555833,0.9986512076310378,0.9986512076310378,SCANB
